name,block,var,lag,group,SP500,FEDFUNDS,PAYEMS,INDPRO
Buffett_L3,x,Buffett,3,164,-0.0,-0.0,0.0,-0.0
Taxes_L1,x,Taxes,1,165,-0.0001227173690837978,-0.0018962770159077407,-0.0005549553007593591,-0.00044175484886045706
Taxes_L2,x,Taxes,2,165,0.001640571937198281,-0.0023911833251172884,-0.00022381682247982966,-0.000272069267572385
Taxes_L3,x,Taxes,3,165,0.0018826391277470395,-0.0011601832971504867,-0.00040549671077408166,-0.00040879909306134634
Options/VIX_L1,x,Options/VIX,1,166,-0.00032256930382668184,-0.00015511916137818236,-0.00016773330077302298,0.0005114354299295546
Options/VIX_L2,x,Options/VIX,2,166,-0.00011259934071126814,4.775684990463644e-05,-0.00016627982641428623,0.000597186484831577
Options/VIX_L3,x,Options/VIX,3,166,0.00013897537382973554,-9.472468907193175e-05,-0.0001700292240943875,0.00043701658882365133
Casinos_L1,x,Casinos,1,167,0.00163217824577476,0.004308817865346068,0.0032632477522195192,-0.002325206325148837
Casinos_L2,x,Casinos,2,167,0.001845891942199972,0.003988414302498786,0.002576227931162504,-0.002047808175951987
Casinos_L3,x,Casinos,3,167,0.00161078038439122,0.005065290883493394,0.0023324460941652075,-0.00020431244890634214
Elections_L1,x,Elections,1,168,-0.00021463012513079288,-0.00023501930964491162,0.0005318551357925311,-0.0004977851171900243
Elections_L2,x,Elections,2,168,-0.00030660598283595346,-0.0002504878715986541,0.0005527282096790465,-0.0006200714573485935
Elections_L3,x,Elections,3,168,-0.0006188509551966145,2.1994423345756617e-05,0.00055867704772606,-0.0008025660133389639
Private equity/hedge funds_L1,x,Private equity/hedge funds,1,169,0.0,0.0,0.0,0.0
Private equity/hedge funds_L2,x,Private equity/hedge funds,2,169,0.0,0.0,0.0,0.0
Private equity/hedge funds_L3,x,Private equity/hedge funds,3,169,0.0,0.0,0.0,0.0
Negotiations_L1,x,Negotiations,1,170,1.985513345770133e-05,-7.266650198595351e-05,-4.519558638293647e-05,2.040239460349914e-06
Negotiations_L2,x,Negotiations,2,170,-0.0001515149925657499,-3.2486046608755647e-05,-5.0627629697733906e-05,-2.430189571948962e-05
Negotiations_L3,x,Negotiations,3,170,-0.00011621879801729983,-1.903706271758708e-05,-3.5838305537361496e-05,1.8638189391231434e-05
European politics_L1,x,European politics,1,171,0.0,-0.0,0.0,0.0
European politics_L2,x,European politics,2,171,-0.0,-0.0,0.0,0.0
European politics_L3,x,European politics,3,171,-0.0,-0.0,-0.0,0.0
Size_L1,x,Size,1,172,0.0,0.0,0.0,0.0
Size_L2,x,Size,2,172,0.0,0.0,0.0,0.0
Size_L3,x,Size,3,172,0.0,0.0,0.0,0.0
NASD_L1,x,NASD,1,173,-0.0,-0.0,-0.0,0.0
NASD_L2,x,NASD,2,173,-0.0,-0.0,-0.0,-0.0
NASD_L3,x,NASD,3,173,-0.0,-0.0,-0.0,-0.0
Mexico_L1,x,Mexico,1,174,-0.0,0.0,0.0,-0.0
Mexico_L2,x,Mexico,2,174,0.0,0.0,0.0,-0.0
Mexico_L3,x,Mexico,3,174,0.0,0.0,0.0,-0.0
Retail_L1,x,Retail,1,175,0.0,-0.0,-0.0,0.0
Retail_L2,x,Retail,2,175,-0.0,-0.0,-0.0,0.0
Retail_L3,x,Retail,3,175,0.0,0.0,-0.0,0.0
Long/short term_L1,x,Long/short term,1,176,-0.0,-0.0,0.0,-0.0
Long/short term_L2,x,Long/short term,2,176,0.0,-0.0,0.0,-0.0
Long/short term_L3,x,Long/short term,3,176,0.0,0.0,0.0,-0.0
Wide range_L1,x,Wide range,1,177,-0.0003293745358042584,-0.0006108318250204988,-0.000412628872085713,0.00039784512984094986
Wide range_L2,x,Wide range,2,177,-0.00022723112414799467,-0.00045436744623764564,-0.00038490479758752585,0.0004394575119230524
Wide range_L3,x,Wide range,3,177,-0.00020214098722766625,6.92262396959745e-05,-0.0003764359650228268,0.0004892291766520237
Lawsuits_L1,x,Lawsuits,1,178,-0.0,0.0,0.0,0.0
Lawsuits_L2,x,Lawsuits,2,178,-0.0,0.0,-0.0,-0.0
Lawsuits_L3,x,Lawsuits,3,178,-0.0,0.0,-0.0,-0.0
UK_L1,x,UK,1,179,0.0,0.0,-0.0,0.0
UK_L2,x,UK,2,179,-0.0,0.0,-0.0,0.0
UK_L3,x,UK,3,179,-0.0,0.0,-0.0,0.0
Revenue growth_L1,x,Revenue growth,1,180,0.0,0.0,0.0,0.0
Revenue growth_L2,x,Revenue growth,2,180,0.0,0.0,0.0,0.0
Revenue growth_L3,x,Revenue growth,3,180,0.0,0.0,0.0,0.0
EPU_L1,x,EPU,1,181,-0.00426203635025012,-0.010074810745105,-0.0007477980515613614,-0.0004187351239063646
EPU_L2,x,EPU,2,181,0.005472814916157591,-0.00620455195367654,-0.00010935696112550045,-0.0008969274830871041
EPU_L3,x,EPU,3,181,0.0039679059355150785,-0.004106530398005807,-0.0006257907903980048,-0.0017245601085586304
VIX_L1,x,VIX,1,182,-0.01099482025750721,-0.002293964599412813,-0.0015878291601381515,0.004099787521457193
VIX_L2,x,VIX,2,182,0.0013949708126112202,0.000829494318546366,-0.0010347845171038209,0.0034757976829050195
VIX_L3,x,VIX,3,182,0.0035326987571495877,0.003385652814597154,-0.000541443797938807,0.0019454806997247379
UMCSENT_L1,x,UMCSENT,1,183,0.003269189442661115,0.007060551508399657,0.0008325984839877517,-0.001329557361616408
UMCSENT_L2,x,UMCSENT,2,183,0.0020434607725903138,0.006057565982599709,0.0008379867970969733,-0.0016241206856811804
UMCSENT_L3,x,UMCSENT,3,183,0.0016927187703901748,0.005371463001302951,0.0009611733836890179,-0.001873789585157397
