h,recession_attn,SP500,FEDFUNDS,PAYEMS,INDPRO
0,0.0,13.245378372306059,-0.028250757337725276,0.024916460101300317,-0.035564041658197584
1,-0.0609408226663155,13.376558288375184,-0.029651782795591407,0.06351388204118524,-0.004246112394318595
2,-0.0423362374190842,12.350971377905822,0.0012404440632480973,0.1183640387701467,0.24704123413082807
3,0.0015039677434250524,11.957851776994993,0.01869980874038685,0.1737447435900345,0.4452528027184207
4,0.0004889228510689075,11.53602562025645,0.030562424838628047,0.23291595140408905,0.5883503208168637
5,0.006103772726328913,11.247593277266851,0.03645683622517572,0.2930376904907867,0.7236619232402838
6,0.01779377797610495,11.149769429955514,0.05150560884055926,0.3505458421915751,0.8616428241128613
7,0.022150952885307395,11.038852899000286,0.056954068053839756,0.4070730177925415,0.9732233715219814
8,0.026549461897861615,10.977881735072199,0.0612669726449973,0.46175457724149505,1.1015628561727269
9,0.0319095702727488,10.897224577489744,0.07362755650173707,0.514326172075507,1.228507983374752
10,0.03468998331150969,10.855103959665357,0.08983743194396483,0.5650546913724832,1.31837279767968
11,0.036292508379533434,10.825451008138018,0.08955667182449659,0.616085576184769,1.3793963017202264
12,0.037347863792235945,10.722366824376163,0.09438057933615263,0.6646543698433628,1.491412677420102
13,0.03778376513728446,10.697751107685793,0.09409262153626267,0.707805372689407,1.5483412367675042
14,0.03751091380415423,10.662928615221183,0.09604310233707827,0.7483737670425029,1.6025577395792736
15,0.03835757167407116,10.576876720792557,0.09856149146045216,0.7860183598162943,1.6804721567145755
16,0.03833579380042047,10.506716249372305,0.10016537780984816,0.8184208428939492,1.7053127272145172
17,0.03812592109956167,10.476655053205565,0.10439202174847646,0.8521827803683492,1.7510311361322797
18,0.0378316868685278,10.372357924704048,0.11155617142018258,0.8841168830881665,1.790660139158041
19,0.037166053677146864,10.27287564115666,0.11117533147549773,0.9125453609241714,1.8277098399866814
20,0.035726017980777465,10.16502234730096,0.10895355124391223,0.9385328508638221,1.8737192475691442
21,0.03409003150390337,10.050807468619652,0.10643127057169621,0.9613238286204707,1.932827854351656
22,0.03167865967592502,9.920671697254308,0.09869419286451876,0.9743617260494851,1.9751808496606518
23,0.03010578548241989,9.884121908050384,0.09188332006085623,1.000599369731219,2.0154335179408926
24,0.028448947171971797,9.754129540225302,0.08644060141741344,1.0168321404807135,2.0535469925097356
25,0.027049936416737044,9.621981379538873,0.08716941589478955,1.0309292674424622,2.085844424339017
26,0.026770879262877734,9.528024475755677,0.08252128794067037,1.0425123599672932,2.1156970783391937
27,0.025936215489842575,9.477186752770397,0.06830449127766068,1.056299395542738,2.139758661152029
28,0.0246898906726477,9.42557689653616,0.06119354219817966,1.063895155659893,2.160856209667262
29,0.024016372390529703,9.393866465573325,0.050322734900571736,1.0710409277732666,2.151178620306098
30,0.022534565389959023,9.347500375524021,0.04714475870489331,1.0822521428531897,2.1567649532308524
31,0.022118056263292343,9.285509912597732,0.04024082776124811,1.0908115893346704,2.170729633313639
32,0.021643955749536516,9.22622958560495,0.033216518391968326,1.1021581307932036,2.185022095481185
33,0.022044806728614526,9.170810866829907,0.025481860681458583,1.1127913566777567,2.176119086287502
34,0.021116774399525626,9.134865324299414,0.019726046818906422,1.12092873243112,2.1768083433957326
35,0.02082499223963133,9.070325201734546,0.012873708025916744,1.1267452109457126,2.161560767208461
36,0.02018293172435083,9.026113603171124,0.0044476618443767815,1.1362410855131846,2.1475068978954566
