h,recession_attn,SP500,FEDFUNDS,PAYEMS,INDPRO
0,0.0,12.593812874001577,-0.09191479859745127,-0.003869050116393919,-0.19586510477088165
1,-0.09223878194621578,12.410660299445965,-0.12153582219613644,0.020427042683234933,-0.2144500069895606
2,-0.07766942251668531,11.241812798878948,-0.10643725860166173,0.0664467687929492,-0.013215036114483799
3,-0.03201338004694775,11.15740433715895,-0.10281326828097694,0.11062872189722266,0.1641105448412515
4,-0.03631466387778775,10.944659918955171,-0.1117036451711492,0.16008593566796164,0.27836824766059043
5,-0.033881749506564,10.711559653982002,-0.11777056630697084,0.21159776924558837,0.38768705944340076
6,-0.0237362617712864,10.575080818486109,-0.12289090574174516,0.26105026560212286,0.4934147322885131
7,-0.0204728025787981,10.40250142785967,-0.1291294711450471,0.3086273243210255,0.5826027862051723
8,-0.017403816747168847,10.225274790853067,-0.13536653472480703,0.3542122741332553,0.6642863664362822
9,-0.013328508957451798,10.067773000065841,-0.14176051922221292,0.39703998829845916,0.73980297349713
10,-0.010474430419837998,9.910503491784826,-0.14861006354297035,0.4371401247273881,0.8077230024699323
11,-0.008011483131605731,9.755125818140682,-0.15571221377544522,0.4745683548843296,0.8696715555783976
12,-0.0055960455360283745,9.605995326035398,-0.1630186863074497,0.509320342512708,0.9264507721829548
13,-0.0035370049829590126,9.460481084813292,-0.17052768600819923,0.5415085350070574,0.9782299924134226
14,-0.0017293064319895267,9.318514233225619,-0.17815994705331,0.5712752701351025,1.0255758464107685
15,-8.931002677631699e-05,9.180846297883436,-0.18585222359325249,0.5987532378644822,1.068954926159059
16,0.001352409050899741,9.047180877848877,-0.19355370141180003,0.6240918270533062,1.1086926110717978
17,0.0026170490906560753,8.917490003943445,-0.20120524032674397,0.6474432358844794,1.1451428556399457
18,0.003729305083512023,8.79191884106709,-0.20875215299953417,0.6689539154270951,1.1786305007673163
19,0.004694725695651883,8.670454306240801,-0.2161456819832714,0.6887668414953079,1.2094372428276632
20,0.005524345763723349,8.553096959105755,-0.22333974879023194,0.7070194830706246,1.2378288410698681
21,0.006230306179828042,8.439870024024303,-0.2302926187109771,0.7238418801815412,1.264050411580551
22,0.006821428407504797,8.330765076276872,-0.2369673389561593,0.7393568003369544,1.288324068482729
23,0.0073067208960648665,8.225762929152452,-0.2433311775876827,0.7536794885657642,1.3108538722143948
24,0.00769517800597211,8.124838557981812,-0.2493557145996635,0.7669174543788159,1.3318264236090722
25,0.007995011995473237,8.027953039966937,-0.2550168103189988,0.7791706336086975,1.3514111909778463
26,0.008214130512976908,7.935056287648561,-0.26029437512319575,0.7905315671403182,1.3697619954309248
27,0.00836017409037561,7.846088744658047,-0.26517221148790365,0.8010856003786904,1.3870179218913745
28,0.008440391408260044,7.760980777325323,-0.2696378402930198,0.8109111598130314,1.403304081472534
29,0.008461699454522686,7.679653556703663,-0.2736822877120401,0.8200800487742785,1.4187325324465498
30,0.008430697326322468,7.602020001440258,-0.2772998761720612,0.82865775242119,1.4334031134532634
31,0.008353646221005904,7.527985347383247,-0.2804880124277204,0.8367037572880281,1.4474042243954557
32,0.008236476070973735,7.457447912661945,-0.2832469687938176,0.8442718749819552,1.4608136114195813
33,0.00808478906260862,7.390299897967294,-0.2855796652135407,0.8514105653940258,1.4736991226262026
34,0.007903857765664163,7.3264281215142155,-0.2874914529415078,0.8581632586398629,1.4861194348880937
35,0.007698627722155328,7.265714766160056,-0.288989900001824,0.8645686730048457,1.4981247607793637
36,0.007473720949893555,7.208038120634465,-0.29008458035202855,0.8706611270343384,1.5097575307848563
