h,SP500,recession_attn,FEDFUNDS,PAYEMS,INDPRO
0,12.32419740184503,-0.1550676598385081,-0.10797605909579049,-0.02757808959693772,-0.3617387644133012
1,11.831669912425962,-0.1885751356141425,-0.12147763645476745,0.006967109617888106,-0.30909766988646575
2,10.197359066946895,-0.16414590921503874,-0.09199418503522787,0.05335476280523604,-0.028558802690108652
3,9.841410759892081,-0.12202181255173125,-0.07865675221650562,0.1150806334374337,0.16305647102958065
4,9.285550467175423,-0.11546429623444794,-0.07156934797071135,0.175983590530367,0.2993713997046519
5,8.79821186341172,-0.10544230195890975,-0.06492266035943756,0.236857451551713,0.39787558185217764
6,8.302352931850413,-0.09399832432879343,-0.06496330547930447,0.2906028495041262,0.4834771081286716
7,7.83747581113386,-0.08585351909222605,-0.0731632712011955,0.3397717329828193,0.5652896816874666
8,7.421868590803976,-0.07882380671227317,-0.0801935535009049,0.3793616932974108,0.6107885298205432
9,7.035489465027789,-0.07164089393425539,-0.09265960973281531,0.40961370713214407,0.6532230168384235
10,6.624168254713904,-0.06573141944080303,-0.10858211667092198,0.44035031262886226,0.6907594925188583
11,6.167507368112441,-0.05878803468081007,-0.11785765478739292,0.46422220281795146,0.7191686332414721
12,5.834181851146941,-0.05210660750018147,-0.14111645382155286,0.4787231871019749,0.7244134302920032
13,5.521054746925187,-0.04781465646201023,-0.16097295493522953,0.4844138023522317,0.7191862857601573
14,5.22401970015596,-0.041525019996978475,-0.18042974173301043,0.49543462430627766,0.7046478318889489
15,4.975443263390519,-0.03572248727383841,-0.20749377683508713,0.4990874253443108,0.7023150560049414
16,4.674504004267135,-0.03080705009264916,-0.2235298641495351,0.498450259453535,0.6930114083656448
17,4.38737282705592,-0.026289572015238967,-0.2404551516821719,0.49716932590327545,0.6922008126710596
18,4.14724160117695,-0.02126127795742915,-0.2626170947068646,0.49444445168049017,0.6732857093621563
19,3.995139383193495,-0.01671816927021143,-0.2798320645794323,0.49056664474071665,0.6642304428984367
20,3.8282944082531176,-0.013244403148235571,-0.29828738064951965,0.47479198105971476,0.6531318303235565
21,3.6477812013820894,-0.010173207971788854,-0.31354251857017185,0.4599338360637633,0.6405025521569305
22,3.5067052382216497,-0.007509131427082997,-0.3281228216829767,0.44724464339113107,0.619404026667209
23,3.428945429295886,-0.005000488950120265,-0.340746169290259,0.4409597867166475,0.5903037930872046
24,3.3284780484582552,-0.0022568212236115997,-0.36479725535535773,0.44226451395240923,0.5573476620986006
25,3.2269611689106257,0.00021551205038578702,-0.37963796277158196,0.43349341796516794,0.5411808284339849
26,3.114343103435874,0.0026901104405856664,-0.3950400652391816,0.4234270134418931,0.5287562420495086
27,3.064897196531567,0.0034028060799044303,-0.4125761921009737,0.41334978962173613,0.5014601365914502
28,2.962836675119238,0.004481984773808627,-0.42793188924306075,0.4053051073512837,0.48308407016028376
29,2.9036717727709584,0.004503439711568041,-0.4403989946570353,0.3981324963075555,0.4671266929593047
30,2.78585144329228,0.004332761793903108,-0.45130430159559376,0.39356582256045947,0.45422164632788326
31,2.754924610342827,0.004318748435659027,-0.45643822839858683,0.3874000757912063,0.44422153439939177
32,2.659483079889574,0.004388143555330246,-0.46522186793072007,0.3794895660597598,0.4355204135404004
33,2.5342734930971647,0.004396594923663159,-0.45884424111012945,0.36595774323266334,0.4263251816512758
34,2.423205604203455,0.0037431951736353756,-0.47275621749098207,0.3563822315595885,0.4210423241733019
35,2.4308919335483337,0.002779753956193869,-0.4711454301277737,0.3586443561025189,0.4231831115798776
36,2.3636352925775848,0.002100040104751277,-0.48025991767888265,0.3563899945767935,0.4226578997973072
